gene,gene_synonym
SNX18P16,-sorting nexin 18 pseudogene 16 
SNX18P17,-sorting nexin 18 pseudogene 17 
SNX18P18,-sorting nexin 18 pseudogene 18 
SNX18P19,-sorting nexin 18 pseudogene 19 
SNX18P2,-sorting nexin 18 pseudogene 2 
SNX18P20,-sorting nexin 18 pseudogene 20 
SNX18P21,-sorting nexin 18 pseudogene 21 
SNX18P22,-sorting nexin 18 pseudogene 22 
SNX18P23,-sorting nexin 18 pseudogene 23 
SNX18P24,-sorting nexin 18 pseudogene 24 
SNX18P25,-sorting nexin 18 pseudogene 25 
SNX18P26,-sorting nexin 18 pseudogene 26 
SNX18P27,-sorting nexin 18 pseudogene 27 
SNX18P3,-sorting nexin 18 pseudogene 3 
SNX18P4,-sorting nexin 18 pseudogene 4 
SNX18P7,-sorting nexin 18 pseudogene 7 
SNX18P8,-sorting nexin 18 pseudogene 8 
SNX18P9,-sorting nexin 18 pseudogene 9 
SNX19P2,-sorting nexin 19 pseudogene 2 
SNX19P3,-sorting nexin 19 pseudogene 3 
SNX19P4,-sorting nexin 19 pseudogene 4 
SNX2P1,-sorting nexin 2 pseudogene 1 
SNX2P2,-sorting nexin 2 pseudogene 2 
SNX22,-sorting nexin 22 
SNX25P1,-sorting nexin 25 pseudogene 1 
SNX3P1X,-sorting nexin 3 pseudogene 1 X-linked 
SNX3P1Y,-sorting nexin 3 pseudogene 1 Y-linked 
SNX31,-sorting nexin 31 
SNX33P1,-sorting nexin 33 pseudogene 1 
SNX5,-sorting nexin 5 
SNX5P1,-sorting nexin 5 pseudogene 1 
SNX5P2,-sorting nexin 5 pseudogene 2 
SNX6P1,-sorting nexin 6 pseudogene 1 
SNX7,-sorting nexin 7 
LOC203930,-sorting nexin 7 pseudogene 
SOS1-IT1,-SOS1 intronic transcript 1 
LOC112268470,-SOSS complex subunit C pseudogene 
SOX21-AS1,-SOX21 antisense divergent transcript 1 
SOX30P1,-SOX30 pseudogene 1 
SOX5-AS1,-SOX5 antisense RNA 1 
SOX9-AS1,-SOX9 antisense RNA 1 
SP2-AS1,-SP2 antisense RNA 1 
SPAG5-AS1,-SPAG5 antisense RNA 1 
SALL4P1,-spalt like transcription factor 4 pseudogene 1 
SALL4P2,-spalt like transcription factor 4 pseudogene 2 
SALL4P3,-spalt like transcription factor 4 pseudogene 3 
SALL4P4,-spalt like transcription factor 4 pseudogene 4 
SALL4P5,-spalt like transcription factor 4 pseudogene 5 
SALL4P6,-spalt like transcription factor 4 pseudogene 6 
SALL4P7,-spalt like transcription factor 4 pseudogene 7 
LOC100419912,-spalt-like transcription factor 4 pseudogene 
SPG14,-spastic paraplegia 14 (autosomal recessive) 
SPG19,-spastic paraplegia 19 (autosomal dominant) 
SPG24,-spastic paraplegia 24 (autosomal recessive) 
SPG25,"-spastic paraplegia 25 (autosomal recessive, with disc herniation) "
SPG27,-spastic paraplegia 27 (autosomal recessive) 
SPG29,-spastic paraplegia 29 (autosomal dominant) 
SPG34,-spastic paraplegia 34 (autosomal dominant) 
SPG36,-spastic paraplegia 36 (autosomal dominant) 
SPG37,-spastic paraplegia 37 (autosomal dominant) 
SPG38,"-spastic paraplegia 38 (autosomal dominant, Silver syndrome) "
SPG3B,-spastic paraplegia 3B 
SPG41,-spastic paraplegia 41 (autosomal dominant) 
SPG45,-spastic paraplegia 45 (autosomal recessive) 
SPG56,-spastic paraplegia 56 (autosomal dominant) 
SPG5B,-spastic paraplegia 5B (autosomal recessive) 
SPATA13-AS1,-SPATA13 antisense RNA 1 
SPATA17-AS1,-SPATA17 antisense RNA 1 
SPATA3-AS1,-SPATA3 antisense RNA 1 (head to head) 
LOC100420114,-SPATA31 subfamily D member 1 pseudogene 
SPATA8-AS1,-SPATA8 antisense RNA 1 (head to head) 
SPECC1P1,-SPECC1 pseudogene 1 
SPECC1P2,-SPECC1 pseudogene 2 
SLI4,-Specific language impairment 4 
SLI1,"-Specific language impairment QTL, 1 "
SLI2,"-Specific language impairment QTL, 2 "
SLI3,"-Specific language impairment QTL, 3 "
SPEM3,-SPEM family member 3 
SPATA2P1,-spermatogenesis associated 2 pseudogene 1 
SPATA20P1,-spermatogenesis associated 20 pseudogene 1 
SPATA5L1,-spermatogenesis associated 5 like 1 
SPGFX2,"-Spermatogenic failure, X-linked, 2 "
SRMP2,-spermidine synthase pseudogene 2 
SATL1,-spermidine/spermine N1-acetyl transferase like 1 
SMPD4P1,-sphingomyelin phosphodiesterase 4 pseudogene 1 
SMPD4P2,-sphingomyelin phosphodiesterase 4 pseudogene 2 
LOC150776,"-sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) pseudogene "
LOC646120,-Spi-C transcription factor (Spi-1/PU.1 related) pseudogene 
LOC100128007,-Spi-C transcription factor (Spi-1/PU.1 related) pseudogene 
LOC100128803,-Spi-C transcription factor (Spi-1/PU.1 related) pseudogene 
LOC100130114,-Spi-C transcription factor (Spi-1/PU.1 related) pseudogene 
LOC100421664,-Spi-C transcription factor (Spi-1/PU.1 related) pseudogene 
SPIN4-AS1,-SPIN4 antisense RNA 1 
LOC100129997,-spindlin family member 2B pseudogene 
SCA25,-spinocerebellar ataxia 25 
SCA26,-spinocerebellar ataxia 26 
SCA30,-spinocerebellar ataxia 30 
SCA37,-spinocerebellar ataxia 37 
SCA9,-spinocerebellar ataxia 9 
SCAX2,"-spinocerebellar ataxia, X-linked 2 "
SCAX3,"-spinocerebellar ataxia, X-linked 3 "
SCAX4,"-spinocerebellar ataxia, X-linked 4 "
SCAX5,"-Spinocerebellar ataxia, X-linked 5 "
SPINT1-AS1,-SPINT1 antisense RNA 1 
LOC645852,-splicing factor 3a subunit 2 pseudogene 
SF3A3P2,"-splicing factor 3a, subunit 3 pseudogene 2 "
LOC107984970,-splicing factor 3B subunit 6 pseudogene 
LOC101929878,-splicing factor 45-like 
SHFM5,-split hand/foot malformation (ectrodactyly) type 5 
SHFLD2,-Split-hand/foot malformation with long deficiency 2 
SPDA3,"-Spondylarthropathy, susceptibility to, 3 "
SPDA2,"-Spondyloarthropathy, susceptibility to, 2 "
LOC110283621,-SPP1 5' regulatory region 
SPRYD3,-SPRY domain containing 3 
SPRYD4,-SPRY domain containing 4 
SPRYD7P1,-SPRY domain containing 7 pseudogene 1 
SUPT4H1P2,"-SPT4 homolog, DSIF elongation factor subunit pseudogene 2 "
SHE,-Src homology 2 domain containing E 
SHF,-Src homology 2 domain containing F 
SHD,-Src homology 2 domain containing transforming protein D 
SRD5A3-AS1,-SRD5A3 antisense RNA 1 
LOC100288151,-SREK1 interacting protein 1 pseudogene 
SRGAP2-AS1,-SRGAP2 antisense RNA 1 
SRGAP3-AS1,-SRGAP3 antisense RNA 1 
SRGAP3-AS2,-SRGAP3 antisense RNA 2 
SRGAP3-AS3,-SRGAP3 antisense RNA 3 
SRGAP3-AS4,-SRGAP3 antisense RNA 4 
SRP54-AS1,-SRP54 antisense RNA 1 (head to head) 
SRRM2-AS1,-SRRM2 antisense RNA 1 
LOC112268019,-SRSF protein kinase 2 pseudogene 
SOX1,-SRY-box transcription factor 1 
SOX30,-SRY-box transcription factor 30 
SOX7,-SRY-box transcription factor 7 
SOX8,-SRY-box transcription factor 8 
SS18L2P1,-SS18 like 2 pseudogene 1 
SS18L2P2,-SS18 like 2 pseudogene 2 
SSSCA1-AS1,-SSSCA1 antisense RNA 1 (head to head) 
SSTR5-AS1,-SSTR5 antisense RNA 1 
SSU72P1,-SSU72 pseudogene 1 
SSU72P2,-SSU72 pseudogene 2 
SSU72P3,-SSU72 pseudogene 3 
SSU72P4,-SSU72 pseudogene 4 
SSU72P5,-SSU72 pseudogene 5 
SSU72P6,-SSU72 pseudogene 6 
SSU72P7,-SSU72 pseudogene 7 
SSU72P8,-SSU72 pseudogene 8 
SSX5,-SSX family member 5 
LOC100420551,-SSX family member 5 pseudogene 
SSX7,-SSX family member 7 
ST13P1,"-ST13, Hsp70 interacting protein pseudogene 1 "
ST13P10,"-ST13, Hsp70 interacting protein pseudogene 10 "
ST13P11,"-ST13, Hsp70 interacting protein pseudogene 11 "
ST13P12,"-ST13, Hsp70 interacting protein pseudogene 12 "
ST13P13,"-ST13, Hsp70 interacting protein pseudogene 13 "
ST13P14,"-ST13, Hsp70 interacting protein pseudogene 14 "
ST13P15,"-ST13, Hsp70 interacting protein pseudogene 15 "
ST13P16,"-ST13, Hsp70 interacting protein pseudogene 16 "
ST13P17,"-ST13, Hsp70 interacting protein pseudogene 17 "
ST13P18,"-ST13, Hsp70 interacting protein pseudogene 18 "
ST13P19,"-ST13, Hsp70 interacting protein pseudogene 19 "
ST13P2,"-ST13, Hsp70 interacting protein pseudogene 2 "
ST13P20,"-ST13, Hsp70 interacting protein pseudogene 20 "
ST13P21,"-ST13, Hsp70 interacting protein pseudogene 21 "
ST13P22,"-ST13, Hsp70 interacting protein pseudogene 22 "
ST13P8,"-ST13, Hsp70 interacting protein pseudogene 8 "
ST13P9,"-ST13, Hsp70 interacting protein pseudogene 9 "
ST3GAL1P1,"-ST3 beta-galactoside alpha-2,3-sialyltransferase 1 pseudogene 1 "
ST3GAL5P1,"-ST3 beta-galactoside alpha-2,3-sialyltransferase 5 pseudogene 1 "
ST3GAL5-AS1,-ST3GAL5 antisense RNA 1 (head to head) 
ST3GAL6-AS1,-ST3GAL6 antisense RNA 1 
ST6GALNAC2P1,"-ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 pseudogene 1 "
ST6GALNAC4P1,"-ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1 "
ST6GAL2-IT1,-ST6GAL2 intronic transcript 1 
LOC642677,-stabilizer of axonemal microtubules 2 pseudogene 
LOC108863620,-STAR 5' regulatory region 
STARD4,-StAR related lipid transfer domain containing 4 
STARD5,-StAR related lipid transfer domain containing 5 
STARD6,-StAR related lipid transfer domain containing 6 
LOC100127978,-starch binding domain 1 pseudogene 
STARD13-IT1,-STARD13 intronic transcript 1 
STARD4-AS1,-STARD4 antisense RNA 1 
STARD7-AS1,-STARD7 antisense RNA 1 
STMN1P1,-stathmin 1 pseudogene 1 
STMN1P2,-stathmin 1 pseudogene 2 
LOC646274,-stathmin 2 pseudogene 
LOC101232810,-stathmin 3 pseudogene 
STMND1,-stathmin domain containing 1 
STQTL10,-Stature QTL 10 
STQTL11,-Stature QTL 11 
STQTL12,-Stature QTL 12 
STQTL13,-Stature QTL 13 
STQTL14,-Stature QTL 14 
STQTL15,-Stature QTL 15 
STQTL16,-Stature QTL 16 
STQTL17,-Stature QTL 17 
STQTL18,-Stature QTL 18 
STQTL19,-Stature QTL 19 
STQTL20,-Stature QTL 20 
STQTL21,-Stature QTL 21 
STQTL22,-Stature QTL 22 
STQTL23,-Stature QTL 23 
STQTL24,-Stature QTL 24 
STQTL2,-stature quantitative trait locus 2 
STQTL3,-stature quantitative trait locus 3 
STQTL4,-stature quantitative trait locus 4 
STQTL5,-stature quantitative trait locus 5 
STQTL6,-stature quantitative trait locus 6 
STQTL7,-stature quantitative trait locus 7 
STQTL8,-stature quantitative trait locus 8 
STAU2-AS1,-STAU2 antisense RNA 1 
LOC100422106,-staufen double-stranded RNA binding protein 1 pseudogene 
LOC100130134,-staufen double-stranded RNA binding protein 2 pseudogene 
STEAP1B,-STEAP family member 1B 
STEAP2-AS1,-STEAP2 antisense RNA 1 
STEAP3-AS1,-STEAP3 antisense RNA 1 
SAMD1,-sterile alpha motif domain containing 1 
SAMD11P1,-sterile alpha motif domain containing 11 pseudogene 1 
SAMD12,-sterile alpha motif domain containing 12 
SAMD14,-sterile alpha motif domain containing 14 
SAMD3,-sterile alpha motif domain containing 3 
SAMD7,-sterile alpha motif domain containing 7 
SRD5A2,-steroid 5 alpha-reductase 2 
SRD5A3P1,-steroid 5 alpha-reductase 3 pseudogene 1 
LOC100419852,-sterol carrier protein 2 pseudogene 
STIM2-AS1,-STIM2 antisense RNA 1 
STRA8,-stimulated by retinoic acid 8 
LOC391465,"-STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase pseudogene "
STK24-AS1,-STK24 antisense RNA 1 
STK32A-AS1,-STK32A antisense RNA 1 
STK4-AS1,-STK4 antisense RNA 1 (head to head) 
STOX2,-storkhead box 2 
STPG2-AS1,-STPG2 antisense RNA 1 
STBMS1,"-Strabismus, susceptibility to, 1 "
STIP1P1,-stress induced phosphoprotein 1 pseudogene 1 
STIP1P2,-stress induced phosphoprotein 1 pseudogene 2 
STIP1P3,-stress induced phosphoprotein 1 pseudogene 3 
SDIM1,-stress responsive DNAJB4 interacting membrane protein 1 
STAG3,-stromal antigen 3 
STAG3L5P,-stromal antigen 3-like 5 pseudogene 
SDF2,-stromal cell derived factor 2 
SDF2L1,-stromal cell derived factor 2 like 1 
LOC100128721,-stromal cell derived factor 2 pseudogene 
STIM2,-stromal interaction molecule 2 
LOC550644,-structural maintenance of chromosomes 3 pseudogene 
SMC4P1,-structural maintenance of chromosomes 4 pseudogene 1 
LOC100421160,-structural maintenance of chromosomes 5 pseudogene 
STT3A-AS1,-STT3A antisense RNA 1 
STUT1,"-Stuttering, familial persistent 1 "
STUT2,"-Stuttering, familial persistent 2 "
STUT3,"-Stuttering, familial persistent, 3 "
STUT4,"-Stuttering, familial persistent, 4 "
STX17-AS1,-STX17 antisense RNA 1 
STX18-AS1,-STX18 antisense RNA 1 (head to head) 
STX18-IT1,-STX18 intronic transcript 1 
STXBP5-AS1,-STXBP5 antisense RNA 1 
SUB1P2,-SUB1 pseudogene 2 
SUB1P3,-SUB1 pseudogene 3 
SUB1P4,-SUB1 pseudogene 4 
LOC107985789,"-succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial pseudogene "
LOC107985727,"-succinate dehydrogenase assembly factor 3, mitochondrial pseudogene "
SDHCP1,-succinate dehydrogenase complex subunit C pseudogene 1 
SDHCP2,-succinate dehydrogenase complex subunit C pseudogene 2 
SDHCP3,-succinate dehydrogenase complex subunit C pseudogene 3 
SDHCP4,-succinate dehydrogenase complex subunit C pseudogene 4 
SDHDP1,-succinate dehydrogenase complex subunit D pseudogene 1 
SDHDP2,-succinate dehydrogenase complex subunit D pseudogene 2 
SDHDP3,-succinate dehydrogenase complex subunit D pseudogene 3 
SDHDP4,-succinate dehydrogenase complex subunit D pseudogene 4 
SDHDP5,-succinate dehydrogenase complex subunit D pseudogene 5 
SDHDP6,-succinate dehydrogenase complex subunit D pseudogene 6 
SDHDP7,-succinate dehydrogenase complex subunit D pseudogene 7 
SUCLA2P2,-succinate-CoA ligase ADP-forming beta subunit pseudogene 2 
SUCLA2P3,-succinate-CoA ligase ADP-forming beta subunit pseudogene 3 
SUCLG2P1,-succinate-CoA ligase GDP-forming beta subunit pseudogene 1 
SUCLG2P2,-succinate-CoA ligase GDP-forming beta subunit pseudogene 2 
SUCLG2P3,-succinate-CoA ligase GDP-forming beta subunit pseudogene 3 
SUCLG2P4,-succinate-CoA ligase GDP-forming beta subunit pseudogene 4 
SUCLA2-AS1,-SUCLA2 antisense RNA 1 
SUCLG2-AS1,-SUCLG2 antisense RNA 1 (head to head) 
LOC100421126,-sucrase-isomaltase (alpha-glucosidase) pseudogene 
SUGT1P2,-SUGT1 pseudogene 2 
SUGT1P4,-SUGT1 pseudogene 4 
LOC101060043,-sulfiredoxin 1 pseudogene 
LOC100421787,-sulfotransferase family 1C member 2 pseudogene 
SULT6B2P,"-sulfotransferase family 6B member 2, pseudogene "
SULT1C2P2,"-sulfotransferase family, cytosolic, 1C, member 2 pseudogene 2 "
LOC202181,-SUMO interacting motifs containing 1 pseudogene 
SENP5,-SUMO specific peptidase 5 
LOC100288628,-SUMO specific peptidase 6 pseudogene 
SENP7,-SUMO specific peptidase 7 
LOC341056,-SUMO1 activating enzyme subunit 1 pseudogene 
SUMO1P3,-SUMO1 pseudogene 3 
SUMO1P4,-SUMO1 pseudogene 4 
SUMO1P5,-SUMO1 pseudogene 5 
SUMO2P10,-SUMO2 pseudogene 10 
SUMO2P11,-SUMO2 pseudogene 11 
SUMO2P12,-SUMO2 pseudogene 12 
SUMO2P13,-SUMO2 pseudogene 13 
SUMO2P14,-SUMO2 pseudogene 14 
SUMO2P15,-SUMO2 pseudogene 15 
SUMO2P16,-SUMO2 pseudogene 16 
SUMO2P17,-SUMO2 pseudogene 17 
SUMO2P18,-SUMO2 pseudogene 18 
SUMO2P19,-SUMO2 pseudogene 19 
SUMO2P2,-SUMO2 pseudogene 2 
SUMO2P20,-SUMO2 pseudogene 20 
SUMO2P3,-SUMO2 pseudogene 3 
SUMO2P4,-SUMO2 pseudogene 4 
SUMO2P5,-SUMO2 pseudogene 5 
SUMO2P6,-SUMO2 pseudogene 6 
SUMO2P7,-SUMO2 pseudogene 7 
SUMO2P8,-SUMO2 pseudogene 8 
DER22T8-22,-Supernumerary der(22)t(8-22) syndrome 
SOD1P1,-superoxide dismutase 1 pseudogene 1 
SOD1P2,-superoxide dismutase 1 pseudogene 2 
SOD1P3,-superoxide dismutase 1 pseudogene 3 
SOD2P1,-superoxide dismutase 2 pseudogene 1 
ST2,-suppression of tumorigenicity 2 
SAPCD2P1,-suppressor APC domain containing 2 pseudogene 1 
SAPCD2P2,-suppressor APC domain containing 2 pseudogene 2 
SAPCD2P3,-suppressor APC domain containing 2 pseudogene 3 
SAPCD2P4,-suppressor APC domain containing 2 pseudogene 4 
LOC100420885,-suppressor of cytokine signaling 2 pseudogene 
SOCS2P1,-suppressor of cytokine signaling 2 pseudogene 1 
SOCS2P2,-suppressor of cytokine signaling 2 pseudogene 2 
LOC100420748,-suppressor of cytokine signaling 5 pseudogene 
SOCS5P1,-suppressor of cytokine signaling 5 pseudogene 1 
SOCS5P2,-suppressor of cytokine signaling 5 pseudogene 2 
SOCS5P3,-suppressor of cytokine signaling 5 pseudogene 3 
SOCS5P4,-suppressor of cytokine signaling 5 pseudogene 4 
SOCS5P5,-suppressor of cytokine signaling 5 pseudogene 5 
LOC100420759,-suppressor of cytokine signaling 6 pseudogene 
LOC100420800,-suppressor of cytokine signaling 6 pseudogene 
PSNP2,"-supranuclear palsy, progressive, 2 "
PSNP3,"-Supranuclear palsy, progressive, 3 "
SURF6P1,-surfeit 6 pseudogene 1 
LOC402229,-SURP and G-patch domain containing 1 pseudogene 
LOC100128674,-SURP and G-patch domain containing 1 pseudogene 
SMAN1,-survival of motor and autonomic neurons 1 
SMNP,"-survival of motor neuron 1, telomeric pseudogene "
LOC100132090,"-survival of motor neuron 1, telomeric pseudogene "
SUSD1,-sushi domain containing 1 
SUSD2P1,-sushi domain containing 2 pseudogene 1 
SUSD2P2,-sushi domain containing 2 pseudogene 2 
SUSD3,-sushi domain containing 3 
SUSD5,-sushi domain containing 5 
LOC100421064,"-sushi, nidogen and EGF like domains 1 pseudogene "
LOC100130075,-SUZ RNA binding domain containing 1 pseudogene 
LOC100652960,-SUZ RNA binding domain containing 1 pseudogene 
SUZ12P2,-SUZ12 pseudogene 2 
SVIL-AS1,-SVIL antisense RNA 1 
LOC100422695,"-SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 pseudogene "
LOC100422696,"-SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 pseudogene "
SMARCE1P1,"-SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 1 "
SMARCE1P2,"-SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 2 "
SMARCE1P3,"-SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 3 "
SMARCE1P4,"-SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 4 "
SMARCE1P5,"-SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 5 "
SMARCE1P6,"-SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 6 "
SMARCE1P7,"-SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 7 "
SYF2P2,-SYF2 pre-mRNA splicing factor pseudogene 2 
SYM2,-symphalangism 2 (distal) 
SYDE2,-synapse defective Rho GTPase homolog 2 
SV2C,-synaptic vesicle glycoprotein 2C 
SYNGR1,-synaptogyrin 1 
SYNGR2,-synaptogyrin 2 
SYNGR2P2,-synaptogyrin 2 pseudogene 2 
SYNGR3,-synaptogyrin 3 
SYNGR4,-synaptogyrin 4 
SYPL1P1,-synaptophysin like 1 pseudogene 1 
SYPL1P2,-synaptophysin like 1 pseudogene 2 
SYNPO2,-synaptopodin 2 
SYNPO2L,-synaptopodin 2 like 
SYT10,-synaptotagmin 10 
SYT13,-synaptotagmin 13 
SYT5,-synaptotagmin 5 
SYT8,-synaptotagmin 8 
SYT9,-synaptotagmin 9 
SDC4P,-syndecan 4 pseudogene 
SDCBP2P1,-syndecan binding protein 2 pseudogene 1 
SDCBPP1,-syndecan binding protein pseudogene 1 
SDCBPP2,-syndecan binding protein pseudogene 2 
SDCBPP3,-syndecan binding protein pseudogene 3 
SYNE1-AS1,-SYNE1 antisense RNA 1 
SYNJ2-IT1,-SYNJ2 intronic transcript 1 
LOC644681,"-synovial sarcoma, X breakpoint 2 interacting protein pseudogene "
SPD3,-Synpolydactyly 3 
SYNPR-AS1,-SYNPR antisense RNA 1 
STX17,-syntaxin 17 
STX18P1,-syntaxin 18 pseudogene 1 
STX19,-syntaxin 19 
STX6,-syntaxin 6 
STX7,-syntaxin 7 
STX8P1,-syntaxin 8 pseudogene 1 
SYP-AS1,-SYP antisense RNA 1 
SLEB15,"-Systemic lupus erthematosus, susceptibility to, 15 "
SLEB3,-systemic lupus erythematosus susceptibility 3 
SLEH1,-systemic lupus erythematosus with hemolytic anemia 1 
SLEN1,-systemic lupus erythematosus with nephritis 1 
SLEN2,-systemic lupus erythematosus with nephritis 2 
SLEN3,-systemic lupus erythematosus with nephritis 3 
SLEB12,"-Systemic lupus erythematosus, susceptibility to, 12 "
SLEB13,"-Systemic lupus erythematosus, susceptibility to, 13 "
SLEB4,"-systemic lupus erythematosus, susceptibility to, 4 "
SLEB5,"-Systemic lupus erythematosus, susceptibility to, 5 "
SLEB7,"-Systemic lupus erythematosus, susceptibility to, 7 "
SLEB8,"-Systemic lupus erythematosus, susceptibility to, 8 "
SLEB14,"-Systemic lupus erythematosus, susceptiblity to, 14 "
SZT2-AS1,-SZT2 antisense RNA 1 
TCL4,-T cell leukemia/lymphoma 4 
TRAJ1,-T cell receptor alpha joining 1 (non-functional) 
TRAJ10,-T cell receptor alpha joining 10 
TRAJ11,-T cell receptor alpha joining 11 
TRAJ12,-T cell receptor alpha joining 12 
